idTarea,idProyecto,nombreProyecto,idJefe,nombreTarea,prioridad
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
579,161,Project 6484,86,Tarea para el Proyecto 6484 asignada al usuario 27,Alta
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
825,232,Project 6449,89,Tarea para el Proyecto 6449 asignada al usuario 1,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
390,109,Project 5563,78,Tarea para el Proyecto 5563 asignada al usuario 87,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
315,86,Project 5776,55,Tarea para el Proyecto 5776 asignada al usuario 43,Media
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
327,90,Project 8328,55,Tarea para el Proyecto 8328 asignada al usuario 70,Alta
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
556,154,Project 4437,86,Tarea para el Proyecto 4437 asignada al usuario 23,Baja
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
499,138,Project 5855,13,Tarea para el Proyecto 5855 asignada al usuario 67,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
699,194,Project 6176,24,Tarea para el Proyecto 6176 asignada al usuario 9,Media
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
781,219,Project 8202,81,Tarea para el Proyecto 8202 asignada al usuario 47,Baja
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
393,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 45,Alta
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
771,215,Project 5217,81,Tarea para el Proyecto 5217 asignada al usuario 67,Media
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
387,108,Project 3080,78,Tarea para el Proyecto 3080 asignada al usuario 87,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
893,250,Project 3760,7,Tarea para el Proyecto 3760 asignada al usuario 14,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
229,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 53,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
19,5,Project 8759,3,Tarea para el Proyecto 8759 asignada al usuario 18,Baja
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
366,101,Project 1588,78,Tarea para el Proyecto 1588 asignada al usuario 45,Media
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
204,55,Project 9693,90,Tarea para el Proyecto 9693 asignada al usuario 35,Alta
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
395,110,Project 6720,78,Tarea para el Proyecto 6720 asignada al usuario 28,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
79,20,Project 8396,91,Tarea para el Proyecto 8396 asignada al usuario 17,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
227,61,Project 5254,90,Tarea para el Proyecto 5254 asignada al usuario 72,Media
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
180,48,Project 7101,2,Tarea para el Proyecto 7101 asignada al usuario 10,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
131,35,Project 8477,50,Tarea para el Proyecto 8477 asignada al usuario 84,Alta
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
102,27,Project 2500,50,Tarea para el Proyecto 2500 asignada al usuario 15,Baja
