id,empleado_id,task_id,fecha_asignacion,fecha_entrega_maxima,fecha_entrega,calidad,iniciativa,comunicacion,satisfaccion_cliente,calificacion_promedio,estado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
2,24,692,2022-12-05T00:00:00.000Z,2023-12-26T00:00:00.000Z,2023-06-03 00:00:00,3,6,5,4,4.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
3,82,579,2023-08-18T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-08-18 00:00:00,2,1,2,1,1.5,Entregado
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
4,17,825,2025-03-07T00:00:00.000Z,2025-05-01T00:00:00.000Z,2025-08-10 00:00:00,4,4,4,4,4.0,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
5,74,390,2024-06-09T00:00:00.000Z,2025-03-11T00:00:00.000Z,2025-10-06 00:00:00,6,6,4,2,4.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
6,98,315,2024-07-16T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-03-24 00:00:00,4,5,3,2,3.5,Tardio
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
7,73,327,2021-12-22T00:00:00.000Z,2024-08-18T00:00:00.000Z,2023-04-01 00:00:00,1,2,6,3,3.0,Entregado
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
8,27,556,2020-02-25T00:00:00.000Z,2021-02-17T00:00:00.000Z,2021-09-07 00:00:00,3,2,2,5,3.0,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
9,52,499,2022-06-26T00:00:00.000Z,2023-10-17T00:00:00.000Z,2025-11-11 00:00:00,1,4,6,2,3.25,Tardio
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
10,46,699,2024-09-18T00:00:00.000Z,2025-03-01T00:00:00.000Z,NULL,6,4,3,2,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
11,75,781,2022-06-16T00:00:00.000Z,2022-09-14T00:00:00.000Z,NULL,1,6,2,6,3.75,Asignado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
12,95,393,2024-04-21T00:00:00.000Z,2025-09-12T00:00:00.000Z,2025-06-12 00:00:00,5,4,3,4,4.0,Entregado
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
13,18,771,2022-11-02T00:00:00.000Z,2024-04-25T00:00:00.000Z,2025-02-21 00:00:00,6,4,3,5,4.5,Tardio
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
14,45,387,2021-09-23T00:00:00.000Z,2022-11-16T00:00:00.000Z,NULL,2,5,2,2,2.75,Asignado
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
15,95,893,2021-05-26T00:00:00.000Z,2023-01-09T00:00:00.000Z,2024-02-06 00:00:00,2,5,5,4,4.0,Tardio
