id,empleado_id,task_id,fecha_asignacion,fecha_entrega_maxima,fecha_entrega,calidad,iniciativa,comunicacion,satisfaccion_cliente,calificacion_promedio,estado,idTarea,idProyecto,nombreProyecto,idJefe,nombreTarea,prioridad,project_id,project_name,boss_id,boss_name,status,team_members
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,160,"Project 3811",86,"Alyssa Lee",Completed,"[27, 51, 95, 26]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,159,"Project 6568",86,"Alyssa Lee",Completed,"[27, 51, 95, 26]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,158,"Project 5179",86,"Alyssa Lee",Created,"[27, 51, 95, 26]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,157,"Project 7367",86,"Alyssa Lee",Completed,"[41, 80, 9]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,156,"Project 1893",86,"Alyssa Lee",Completed,"[41, 80, 9]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,155,"Project 3902",86,"Alyssa Lee",Completed,"[41, 80, 9]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,154,"Project 4437",86,"Alyssa Lee",Completed,"[26, 15, 23, 56]"
1,54,560,"2021-12-27 00:00:00","2024-04-27 00:00:00",NULL,3,6,1,1,2.75,Asignado,560,155,"Project 3902",86,"Tarea para el Proyecto 3902 asignada al usuario 9",Baja,153,"Project 5542",86,"Alyssa Lee",Completed,"[26, 15, 23, 56]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,196,"Project 8724",24,"Roberto Robinson",Completed,"[56, 100, 68]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,195,"Project 1830",24,"Roberto Robinson",Created,"[56, 100, 68]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,194,"Project 6176",24,"Roberto Robinson",Created,"[67, 14, 9, 26]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,193,"Project 8752",24,"Roberto Robinson",Completed,"[79, 28, 23, 12]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,192,"Project 2980",24,"Roberto Robinson",Completed,"[79, 28, 23, 12]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,191,"Project 8409",24,"Roberto Robinson","In Progress","[79, 28, 23, 12]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,190,"Project 7705",24,"Roberto Robinson",Completed,"[79, 28, 23, 12]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,189,"Project 7796",24,"Roberto Robinson",Completed,"[58, 47, 9]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,188,"Project 4542",24,"Roberto Robinson",Completed,"[58, 47, 9]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,187,"Project 8716",24,"Roberto Robinson",Completed,"[58, 47, 9]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,186,"Project 4552",24,"Roberto Robinson",Completed,"[58, 47, 9]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,185,"Project 9467",24,"Roberto Robinson","In Progress","[68, 69, 51, 19]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,184,"Project 8767",24,"Roberto Robinson",Completed,"[29, 98, 73]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,183,"Project 4299",24,"Roberto Robinson",Created,"[29, 98, 73]"
2,24,692,"2022-12-05 00:00:00","2023-12-26 00:00:00","2023-06-03 00:00:00",3,6,5,4,4.5,Entregado,692,192,"Project 2980",24,"Tarea para el Proyecto 2980 asignada al usuario 12",Alta,182,"Project 2586",24,"Roberto Robinson","In Progress","[29, 98, 73]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,170,"Project 5800",86,"Alyssa Lee",Completed,"[1, 82, 41, 22]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,169,"Project 2501",86,"Alyssa Lee",Created,"[1, 82, 41, 22]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,168,"Project 2810",86,"Alyssa Lee",Created,"[1, 82, 41, 22]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,167,"Project 4462",86,"Alyssa Lee",Completed,"[47, 28, 17, 35]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,166,"Project 6421",86,"Alyssa Lee","In Progress","[47, 28, 17, 35]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,165,"Project 4425",86,"Alyssa Lee",Completed,"[49, 54, 1, 12]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,164,"Project 7552",86,"Alyssa Lee",Completed,"[49, 54, 1, 12]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,163,"Project 5555",86,"Alyssa Lee",Completed,"[49, 54, 1, 12]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,162,"Project 9194",86,"Alyssa Lee",Completed,"[49, 54, 1, 12]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,161,"Project 6484",86,"Alyssa Lee",Completed,"[27, 51, 95, 26]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,160,"Project 3811",86,"Alyssa Lee",Completed,"[27, 51, 95, 26]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,159,"Project 6568",86,"Alyssa Lee",Completed,"[27, 51, 95, 26]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,158,"Project 5179",86,"Alyssa Lee",Created,"[27, 51, 95, 26]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,157,"Project 7367",86,"Alyssa Lee",Completed,"[41, 80, 9]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,156,"Project 1893",86,"Alyssa Lee",Completed,"[41, 80, 9]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,155,"Project 3902",86,"Alyssa Lee",Completed,"[41, 80, 9]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,154,"Project 4437",86,"Alyssa Lee",Completed,"[26, 15, 23, 56]"
3,82,579,"2023-08-18 00:00:00","2024-11-14 00:00:00","2024-08-18 00:00:00",2,1,2,1,1.5,Entregado,579,161,"Project 6484",86,"Tarea para el Proyecto 6484 asignada al usuario 27",Alta,153,"Project 5542",86,"Alyssa Lee",Completed,"[26, 15, 23, 56]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,241,"Project 8199",89,"Andrew Evans","In Progress","[61, 64, 58]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,240,"Project 1194",89,"Andrew Evans",Completed,"[58, 22, 33]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,239,"Project 2036",89,"Andrew Evans",Completed,"[58, 22, 33]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,238,"Project 1963",89,"Andrew Evans",Completed,"[58, 22, 33]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,237,"Project 4689",89,"Andrew Evans","In Progress","[58, 22, 33]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,236,"Project 2317",89,"Andrew Evans",Created,"[49, 34, 59, 25]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,235,"Project 8141",89,"Andrew Evans",Completed,"[18, 95, 14, 19]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,234,"Project 2705",89,"Andrew Evans",Completed,"[18, 95, 14, 19]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,233,"Project 6938",89,"Andrew Evans","In Progress","[18, 95, 14, 19]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,232,"Project 6449",89,"Andrew Evans",Created,"[1, 16, 69, 71]"
4,17,825,"2025-03-07 00:00:00","2025-05-01 00:00:00","2025-08-10 00:00:00",4,4,4,4,4,Tardio,825,232,"Project 6449",89,"Tarea para el Proyecto 6449 asignada al usuario 1",Media,231,"Project 3725",89,"Andrew Evans",Created,"[39, 19, 31]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,113,"Project 9437",78,"Roger Martin",Completed,"[45, 38, 28]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,112,"Project 4700",78,"Roger Martin","In Progress","[45, 38, 28]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,111,"Project 9143",78,"Roger Martin","In Progress","[45, 38, 28]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,110,"Project 6720",78,"Roger Martin",Completed,"[45, 38, 28]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,109,"Project 5563",78,"Roger Martin",Completed,"[87, 36, 43]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,108,"Project 3080",78,"Roger Martin",Completed,"[87, 36, 43]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,107,"Project 2418",78,"Roger Martin",Created,"[87, 36, 43]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,106,"Project 9538",78,"Roger Martin","In Progress","[87, 36, 43]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,105,"Project 5615",78,"Roger Martin","In Progress","[45, 48, 53, 20]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,104,"Project 3565",78,"Roger Martin",Created,"[64, 37, 17]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,103,"Project 2077",78,"Roger Martin",Completed,"[41, 48, 85]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,102,"Project 2407",78,"Roger Martin",Completed,"[41, 48, 85]"
5,74,390,"2024-06-09 00:00:00","2025-03-11 00:00:00","2025-10-06 00:00:00",6,6,4,2,4.5,Tardio,390,109,"Project 5563",78,"Tarea para el Proyecto 5563 asignada al usuario 87",Media,101,"Project 1588",78,"Roger Martin","In Progress","[44, 69, 45, 67]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,92,"Project 3462",55,"John Mckee",Created,"[79, 49, 19]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,91,"Project 5935",55,"John Mckee","In Progress","[20, 16, 45]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,90,"Project 8328",55,"John Mckee","In Progress","[88, 70, 37, 67]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,89,"Project 7894",55,"John Mckee",Completed,"[11, 43, 37]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,88,"Project 3922",55,"John Mckee",Completed,"[11, 43, 37]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,87,"Project 5962",55,"John Mckee",Created,"[11, 43, 37]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,86,"Project 5776",55,"John Mckee","In Progress","[11, 43, 37]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,85,"Project 5326",55,"John Mckee",Created,"[36, 41, 17, 75]"
6,98,315,"2024-07-16 00:00:00","2025-02-19 00:00:00","2025-03-24 00:00:00",4,5,3,2,3.5,Tardio,315,86,"Project 5776",55,"Tarea para el Proyecto 5776 asignada al usuario 43",Media,84,"Project 5714",55,"John Mckee",Created,"[17, 98, 22]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,92,"Project 3462",55,"John Mckee",Created,"[79, 49, 19]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,91,"Project 5935",55,"John Mckee","In Progress","[20, 16, 45]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,90,"Project 8328",55,"John Mckee","In Progress","[88, 70, 37, 67]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,89,"Project 7894",55,"John Mckee",Completed,"[11, 43, 37]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,88,"Project 3922",55,"John Mckee",Completed,"[11, 43, 37]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,87,"Project 5962",55,"John Mckee",Created,"[11, 43, 37]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,86,"Project 5776",55,"John Mckee","In Progress","[11, 43, 37]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,85,"Project 5326",55,"John Mckee",Created,"[36, 41, 17, 75]"
7,73,327,"2021-12-22 00:00:00","2024-08-18 00:00:00","2023-04-01 00:00:00",1,2,6,3,3,Entregado,327,90,"Project 8328",55,"Tarea para el Proyecto 8328 asignada al usuario 70",Alta,84,"Project 5714",55,"John Mckee",Created,"[17, 98, 22]"
8,27,556,"2020-02-25 00:00:00","2021-02-17 00:00:00","2021-09-07 00:00:00",3,2,2,5,3,Tardio,556,154,"Project 4437",86,"Tarea para el Proyecto 4437 asignada al usuario 23",Baja,170,"Project 5800",86,"Alyssa Lee",Completed,"[1, 82, 41, 22]"
8,27,556,"2020-02-25 00:00:00","2021-02-17 00:00:00","2021-09-07 00:00:00",3,2,2,5,3,Tardio,556,154,"Project 4437",86,"Tarea para el Proyecto 4437 asignada al usuario 23",Baja,169,"Project 2501",86,"Alyssa Lee",Created,"[1, 82, 41, 22]"
8,27,556,"2020-02-25 00:00:00","2021-02-17 00:00:00","2021-09-07 00:00:00",3,2,2,5,3,Tardio,556,154,"Project 4437",86,"Tarea para el Proyecto 4437 asignada al usuario 23",Baja,168,"Project 2810",86,"Alyssa Lee",Created,"[1, 82, 41, 22]"
8,27,556,"2020-02-25 00:00:00","2021-02-17 00:00:00","2021-09-07 00:00:00",3,2,2,5,3,Tardio,556,154,"Project 4437",86,"Tarea para el Proyecto 4437 asignada al usuario 23",Baja,167,"Project 4462",86,"Alyssa Lee",Completed,"[47, 28, 17, 35]"
